101 101
0 24 2
24 74 6
74 51 8
51 45 8
45 62 6
62 18 5
18 12 6
12 5 5
5 37 6
37 3 11
3 40 10
40 46 9
46 92 5
92 88 9
88 6 12
6 90 11
90 4 9
4 30 17
30 36 11
36 97 21
97 73 21
73 47 14
47 63 19
63 22 15
22 32 21
32 53 25
53 8 17
8 65 21
65 15 19
15 71 24
71 89 23
89 77 21
77 11 24
11 56 23
56 16 22
16 57 24
57 64 31
64 84 22
84 19 32
19 85 30
85 42 27
42 49 27
49 17 26
17 7 23
7 81 24
81 9 19
9 20 34
20 14 23
14 28 26
28 72 24
72 93 30
93 66 28
66 2 26
2 98 28
98 87 24
87 58 16
58 61 24
61 33 16
33 13 21
13 35 22
35 79 17
79 54 17
54 44 18
44 1 18
1 48 12
48 96 18
96 80 9
80 29 14
29 83 8
83 67 10
67 26 7
26 39 5
39 43 10
43 55 11
55 100 6
100 52 6
52 78 5
78 25 2
25 68 6
68 60 6
60 21 3
21 86 7
86 95 2
95 75 11
75 59 8
59 70 7
70 50 8
50 38 6
38 41 9
41 94 6
94 99 14
99 82 12
82 91 15
91 34 20
34 76 12
76 69 11
69 31 16
31 23 15
23 27 30
27 10 15
10 0 1362
