86 86
0 45 411
45 57 4
57 48 2
48 52 5
52 30 4
30 72 6
72 50 2
50 27 3
27 83 7
83 36 4
36 8 9
8 12 19
12 17 6
17 49 5
49 32 7
32 73 8
73 23 9
23 75 19
75 14 15
14 16 17
16 84 10
84 42 11
42 65 6
65 78 6
78 54 5
54 79 6
79 82 5
82 13 5
13 25 4
25 44 4
44 69 3
69 58 2
58 6 3
6 46 4
46 51 4
51 80 8
80 24 3
24 4 4
4 47 11
47 53 5
53 62 5
62 10 4
10 19 4
19 77 5
77 43 14
43 61 8
61 11 30
11 38 5
38 37 10
37 20 12
20 22 5
22 40 10
40 2 7
2 28 2
28 81 2
81 26 3
26 68 3
68 64 5
64 7 2
7 34 3
34 60 3
60 41 3
41 59 3
59 55 3
55 1 8
1 70 4
70 56 3
56 3 7
3 5 4
5 85 8
85 67 4
67 76 4
76 9 3
9 35 2
35 66 4
66 18 2
18 63 3
63 15 2
15 71 1
71 29 1
29 33 3
33 74 1
74 39 2
39 31 3
31 21 3
21 0 5
