101 101
0 43 54
43 90 21
90 85 20
85 84 20
84 56 19
56 31 19
31 44 19
44 86 18
86 13 20
13 24 21
24 100 19
100 32 20
32 97 20
97 40 20
40 37 20
37 75 21
75 46 20
46 82 19
82 64 19
64 12 18
12 60 17
60 89 17
89 39 18
39 22 18
22 6 18
6 49 19
49 38 20
38 14 21
14 10 20
10 54 21
54 55 22
55 11 22
11 35 22
35 67 22
67 73 23
73 26 24
26 20 23
20 76 22
76 42 23
42 15 23
15 41 22
41 83 23
83 65 22
65 21 23
21 52 22
52 36 23
36 17 22
17 93 22
93 50 22
50 79 22
79 96 23
96 77 24
77 5 25
5 99 24
99 47 24
47 29 24
29 61 25
61 4 25
4 30 26
30 3 26
3 98 26
98 18 27
18 58 27
58 19 27
19 70 28
70 72 28
72 74 27
74 95 27
95 71 28
71 28 28
28 33 27
33 88 27
88 53 27
53 34 28
34 25 28
25 63 28
63 1 27
1 59 27
59 48 28
48 23 28
23 78 26
78 91 26
91 87 27
87 51 26
51 94 25
94 27 26
27 57 25
57 68 26
68 8 25
8 80 26
80 2 26
2 92 27
92 7 27
7 66 28
66 69 29
69 81 30
81 9 31
9 16 30
16 45 30
45 62 2307
62 0 33
