4097 4097
0 2225 14307
2225 768 9375
768 1627 1548
1627 3821 10120
3821 2639 10892
2639 2119 12951
2119 3719 11373
3719 2513 14526
2513 3491 28687
3491 3339 9583
3339 3698 23951
3698 2411 14511
2411 2900 10973
2900 407 1495
407 2560 22535
2560 1386 7146
1386 2656 10401
2656 315 10407
315 899 14078
899 2959 9887
2959 1602 6631
1602 3021 5325
3021 2964 13092
2964 3390 8536
3390 3556 19540
3556 2111 18419
2111 1243 5903
1243 1474 19909
1474 383 9237
383 1336 14606
1336 2868 16194
2868 188 7362
188 3375 8297
3375 3396 10470
3396 1479 19129
1479 3308 20296
3308 3604 4915
3604 237 10595
237 4092 5596
4092 3180 3829
3180 319 8178
319 677 10396
677 3340 9339
3340 3836 2325
3836 753 14340
753 1612 1439
1612 452 8967
452 3987 24554
3987 1550 7871
1550 976 9737
976 1105 11350
1105 2741 5648
2741 2055 1527
2055 42 17703
42 2432 15770
2432 2296 9618
2296 777 10401
777 79 8840
79 2806 6410
2806 1313 9096
1313 3662 3556
3662 3291 13436
3291 2393 16956
2393 746 11719
746 3597 4769
3597 1135 9248
1135 1532 6845
1532 2835 6949
2835 914 15757
914 2762 22778
2762 1742 2845
1742 3789 22155
3789 2304 23632
2304 578 2615
578 1012 6729
1012 470 16904
470 1806 14522
1806 929 11625
929 1822 4617
1822 175 4627
175 987 15471
987 3547 10604
3547 3497 15259
3497 3757 10619
3757 2813 16520
2813 3079 3291
3079 3555 9049
3555 634 2452
634 531 17027
531 207 9704
207 2011 5603
2011 2911 3885
2911 1004 13031
1004 2640 14256
2640 146 17249
146 2811 21088
2811 1189 16176
1189 526 9475
526 3022 6799
3022 3868 8958
3868 673 6846
673 2621 11677
2621 1247 15527
1247 511 6612
511 3823 4562
3823 1450 9659
1450 3398 12943
3398 2246 16563
2246 1713 15201
1713 3274 16094
3274 1251 12416
1251 1183 10362
1183 2618 2629
2618 1622 17055
1622 1674 12808
1674 3385 11409
3385 1951 5526
1951 200 4663
200 2598 9839
2598 2440 12222
2440 4028 11679
4028 34 11667
34 3319 8775
3319 233 570
233 3681 13238
3681 3281 6994
3281 517 5816
517 3149 4255
3149 2673 4929
2673 2527 6289
2527 2025 8982
2025 3067 8340
3067 1153 7213
1153 3874 4341
3874 835 8594
835 2230 20059
2230 2200 3324
2200 2821 14512
2821 3943 12058
3943 2681 4245
2681 1369 9129
1369 1988 18773
1988 3677 10789
3677 2611 8255
2611 1608 17431
1608 2297 8617
2297 1677 6908
1677 229 6431
229 3368 3212
3368 3209 18063
3209 2735 15686
2735 3035 11053
3035 2701 6522
2701 1526 6743
1526 2817 2507
2817 1954 9065
1954 3534 13682
3534 1094 19777
1094 2265 15836
2265 549 16330
549 2820 11040
2820 1118 20076
1118 2580 13599
2580 3395 13599
3395 3307 12002
3307 1480 12470
1480 1055 10334
1055 900 5252
900 1712 5221
1712 615 7432
615 1084 8247
1084 2910 1778
2910 2285 11369
2285 3778 9957
3778 2663 5305
2663 1881 5494
1881 154 18961
154 1896 8678
1896 2736 9803
2736 2036 5538
2036 4015 9354
4015 851 11498
851 2915 12649
2915 1261 13182
1261 2390 11979
2390 3427 6943
3427 2050 8102
2050 3620 6768
3620 2941 10282
2941 2956 18995
2956 1451 6334
1451 1937 2972
1937 1464 11037
1464 171 7741
171 2500 7472
2500 3577 11229
3577 2912 8515
2912 1151 13464
1151 3483 3399
3483 3248 17047
3248 3096 16988
3096 3040 14784
3040 1275 3556
1275 1437 18518
1437 2199 9835
2199 255 8598
255 1326 2648
1326 1137 3029
1137 3655 19009
3655 78 14072
78 3031 9938
3031 1773 12616
1773 126 10923
126 2825 11569
2825 2093 4264
2093 3700 9751
3700 969 5195
969 1241 16507
1241 2331 11183
2331 4026 21063
4026 1438 4575
1438 3752 18284
3752 1286 3864
1286 1059 9099
1059 442 11835
442 3459 12279
3459 1710 6120
1710 187 8924
187 12 8504
12 3804 9352
3804 1088 13511
1088 908 15066
908 532 4315
532 72 11766
72 3352 16185
3352 1828 14343
1828 3557 6022
3557 406 8518
406 2472 7824
2472 1978 7284
1978 763 2111
763 2257 17252
2257 3544 9512
3544 830 5686
830 1934 7720
1934 633 15839
633 2469 9501
2469 3409 6331
3409 3728 17066
3728 2617 4971
2617 2012 8494
2012 2746 23358
2746 3365 9702
3365 805 5647
805 1424 23233
1424 294 6917
294 3514 11578
3514 2275 20586
2275 2086 12864
2086 692 15252
692 4032 8248
4032 1239 18494
1239 1704 6304
1704 3378 14590
3378 2717 12912
2717 4030 9572
4030 695 5512
695 1254 7449
1254 1388 12263
1388 1355 17731
1355 712 9188
712 2271 17346
2271 505 7436
505 3455 8907
3455 1263 14977
1263 240 9482
240 502 23135
502 3995 9251
3995 775 12327
775 631 1213
631 2049 7040
2049 2442 5575
2442 2562 10794
2562 2205 15715
2205 1297 12095
1297 1114 26930
1114 2266 10098
2266 624 12434
624 1499 13648
1499 2947 6600
2947 1276 3014
1276 992 21865
992 2600 13838
2600 152 22328
152 1168 25763
1168 3779 16613
3779 599 8281
599 2229 9325
2229 4091 4594
4091 971 8936
971 3857 7470
3857 3457 5603
3457 1652 6155
1652 4010 7208
4010 3512 19163
3512 1414 11561
1414 2170 7522
2170 4051 8326
4051 911 11667
911 2048 18504
2048 2633 9473
2633 2120 7916
2120 2242 1158
2242 1718 21373
1718 1800 24393
1800 231 8975
231 174 6775
174 1490 14729
1490 3421 7177
3421 661 8099
661 55 7392
55 373 3808
373 1052 13558
1052 3362 5546
3362 4025 17825
4025 2578 13582
2578 2310 6388
2310 3883 21511
3883 3058 15519
3058 566 11473
566 388 6845
388 2550 17353
2550 2181 7046
2181 2387 14105
2387 1909 6440
1909 4022 7101
4022 874 7676
874 3654 1661
3654 998 10484
998 346 3996
346 1835 7876
1835 2679 16886
2679 2619 3290
2619 3980 7147
3980 2295 16214
2295 3296 15904
3296 1224 19017
1224 1211 3573
1211 2264 18592
2264 1767 12783
1767 3224 19154
3224 1859 16837
1859 27 13783
27 471 6451
471 1666 3120
1666 1856 5205
1856 3283 6846
3283 514 20824
514 2443 26731
2443 2625 14943
2625 1258 10211
1258 926 8927
926 3861 5660
3861 2571 6676
2571 3399 13413
3399 915 17857
915 3863 8345
3863 1354 9077
1354 2274 9058
2274 97 14285
97 1432 8514
1432 3590 10660
3590 1408 14016
1408 3430 7752
3430 2173 4393
2173 437 19077
437 2441 7259
2441 2268 4313
2268 1107 8653
1107 878 8080
878 288 22018
288 861 8283
861 2630 24292
2630 491 10817
491 303 3127
303 689 9702
689 3098 8707
3098 557 6355
557 1757 11202
1757 2749 19627
2749 145 10854
145 2445 13459
2445 1546 3962
1546 2858 12440
2858 3615 11492
3615 1798 11906
1798 2582 6032
2582 257 32409
257 3513 4631
3513 1657 8888
1657 3736 14545
3736 1072 9941
1072 1748 12765
1748 2767 19861
2767 3838 14999
3838 3482 10850
3482 2486 14753
2486 3657 9661
3657 2015 5771
2015 2799 10789
2799 58 11161
58 2906 12073
2906 1284 8301
1284 2675 6609
2675 1048 7060
1048 238 22174
238 3246 36790
3246 161 15934
161 1139 6542
1139 1298 11441
1298 1931 16404
1931 2437 6701
2437 1537 9738
1537 371 11379
371 3017 10515
3017 283 4656
283 2356 2514
2356 913 20234
913 852 8125
852 4073 13769
4073 2131 19985
2131 379 12664
379 1843 23389
1843 247 15072
247 1495 11279
1495 142 4048
142 384 15544
384 1392 6624
1392 2250 8927
2250 1065 17694
1065 825 22332
825 2957 13543
2957 1732 14406
1732 3358 9607
3358 947 9220
947 2612 10874
2612 2383 12462
2383 960 15989
960 2222 7283
2222 2027 14413
2027 261 8737
261 3992 4549
3992 2946 3618
2946 577 4249
577 2001 6878
2001 2448 7274
2448 2631 7090
2631 3715 4919
3715 3661 2010
3661 716 14253
716 4042 11898
4042 2824 3642
2824 1519 4924
1519 3949 9394
3949 3487 8263
3487 1344 13752
1344 2457 7619
2457 2733 3025
2733 3754 4254
3754 3479 4955
3479 3561 16774
3561 1911 18626
1911 3962 3044
3962 556 17469
556 1969 10227
1969 3146 4892
3146 535 11949
535 3785 10800
3785 2952 12486
2952 2884 11436
2884 3219 18993
3219 2834 18836
2834 2848 11989
2848 869 9413
869 564 6609
564 2083 6178
2083 3625 7864
3625 1894 17272
1894 2375 9956
2375 893 8469
893 3742 9071
3742 928 11434
928 3498 4107
3498 620 18836
620 1929 6666
1929 2862 319
2862 4002 11611
4002 3629 12656
3629 2650 3440
2650 19 3136
19 820 10375
820 856 13088
856 45 13704
45 1148 14298
1148 3616 21955
3616 2035 3735
2035 2029 5156
2029 3753 6115
3753 2130 11651
2130 184 9355
184 3725 18112
3725 3780 11067
3780 3875 9296
3875 1334 9340
1334 659 9489
659 822 16965
822 1215 5938
1215 3646 5950
3646 770 3155
770 602 7578
602 2417 3822
2417 2505 15763
2505 1551 5726
1551 2682 13160
2682 4069 1911
4069 2933 14637
2933 739 8846
739 1906 7278
1906 96 5988
96 1036 12603
1036 279 14665
279 1290 22570
1290 3193 9888
3193 1734 3795
1734 2555 6655
2555 944 11183
944 2951 4919
2951 1225 4711
1225 1349 14320
1349 982 12886
982 2202 8725
2202 2079 11433
2079 628 11915
628 1723 7129
1723 3623 14903
3623 2446 17635
2446 59 8159
59 2386 13776
2386 3341 4029
3341 1788 15128
1788 83 5305
83 3490 22446
3490 317 11401
317 3578 17211
3578 1774 23175
1774 3841 11732
3841 3697 10856
3697 3763 4470
3763 1721 1856
1721 1308 18405
1308 488 23061
488 769 11859
769 1739 16592
1739 1159 20499
1159 1195 8096
1195 711 5878
711 2623 9184
2623 30 22120
30 2340 16312
2340 3682 15729
3682 2635 17411
2635 1647 12469
1647 1694 7317
1694 1342 2043
1342 2766 12092
2766 1596 19612
1596 3581 18876
3581 2338 7513
2338 2462 8270
2462 164 11659
164 3351 9560
3351 3527 15113
3527 1108 13076
1108 2511 10868
2511 675 13347
675 2460 1635
2460 3357 9131
3357 3908 7061
3908 1992 2915
1992 2149 12222
2149 421 8421
421 1077 8634
1077 2662 9215
2662 866 17080
866 2163 21245
2163 3873 2460
3873 2588 11925
2588 576 10830
576 2565 12027
2565 2508 4944
2508 612 4005
612 1965 4926
1965 82 6387
82 2638 10149
2638 399 5461
399 497 6790
497 2325 22853
2325 2567 15500
2567 213 7175
213 209 10206
209 2336 6966
2336 512 12065
512 448 10786
448 3572 8537
3572 1632 13835
1632 2091 6620
2091 1972 11725
1972 54 10730
54 622 12900
622 3206 19818
3206 3007 17654
3007 2769 18157
2769 1202 2533
1202 970 6538
970 3923 7092
3923 1959 16958
1959 3215 2285
3215 4029 1637
4029 1871 17321
1871 268 13541
268 3716 3052
3716 2902 4941
2902 3562 17019
3562 3982 7837
3982 533 12083
533 953 5964
953 3959 3022
3959 215 10228
215 3508 669
3508 2349 5369
2349 2128 14285
