8193 8193
0 8011 1
8011 7691 2
7691 5578 2
5578 3252 1
3252 6130 2
6130 6166 3
6166 7203 17
7203 5043 4
5043 5554 4
5554 3375 5
3375 3696 6
3696 3833 6
3833 4336 372692
4336 6032 98
6032 565 98
565 7573 99
7573 1761 100
1761 5501 101
5501 7681 100
7681 7047 101
7047 3447 101
3447 5087 101
5087 5525 103
5525 2309 104
2309 6444 104
6444 3674 104
3674 7368 105
7368 2284 106
2284 4823 106
4823 4667 106
4667 4783 106
4783 8156 105
8156 5052 104
5052 7117 104
7117 344 103
344 7399 103
7399 6134 103
6134 2540 103
2540 3446 104
3446 7161 103
7161 2358 105
2358 5244 105
5244 3755 104
3755 7641 104
7641 3067 103
3067 6940 103
6940 4273 102
4273 5801 103
5801 2555 104
2555 7825 103
7825 4822 104
4822 411 104
411 4051 104
4051 7651 104
7651 6432 105
6432 5002 105
5002 3994 105
3994 550 107
550 3061 106
3061 1964 106
1964 4317 106
4317 1095 105
1095 1510 106
1510 2315 106
2315 7267 106
7267 2605 105
2605 4832 104
4832 5675 105
5675 4774 106
4774 6092 106
6092 861 107
861 1308 108
1308 7792 108
7792 7819 108
7819 2214 108
2214 1554 109
1554 6009 108
6009 6057 109
6057 3571 110
3571 5406 109
5406 3103 109
3103 1189 109
1189 3381 110
3381 6245 110
6245 3653 111
3653 4647 111
4647 7395 112
7395 6023 113
6023 6692 113
6692 4819 112
4819 1299 112
1299 1538 112
1538 5674 110
5674 3090 110
3090 3955 111
3955 2056 110
2056 3668 111
3668 1843 111
1843 3222 110
3222 1792 111
1792 7376 112
7376 1622 112
1622 3248 112
3248 2631 112
2631 3003 112
3003 2773 112
2773 2916 110
2916 4306 110
4306 6523 111
6523 2809 112
2809 4721 113
4721 3005 114
3005 5558 114
5558 7582 115
7582 5768 115
5768 6243 114
6243 3273 115
3273 393 115
393 1970 115
1970 5906 116
5906 2923 115
2923 5795 116
5795 5096 115
5096 3361 115
3361 7469 115
7469 7857 113
7857 2731 113
2731 2894 113
2894 5601 114
5601 5729 114
5729 7936 115
7936 6500 115
6500 2147 115
2147 4015 115
4015 1599 115
1599 1611 116
1611 7581 115
7581 5747 115
5747 6450 115
6450 3104 115
3104 6301 115
6301 2705 115
2705 2517 117
2517 6760 118
6760 53 119
53 6547 119
6547 5380 120
5380 3018 120
3018 3309 119
3309 2590 120
2590 6551 121
6551 6325 122
6325 3716 123
3716 5336 124
5336 3989 123
3989 1038 123
1038 6906 123
6906 4374 125
4374 7847 125
7847 7146 125
7146 829 125
829 6557 124
6557 4904 123
4904 2080 124
2080 2471 124
2471 2064 124
2064 1226 124
1226 1789 124
1789 4054 123
4054 3825 123
3825 5387 122
5387 2866 122
2866 1794 121
1794 2743 122
2743 4555 121
4555 3096 121
3096 4358 122
4358 4179 123
4179 7357 124
7357 7064 125
7064 6396 126
6396 4543 126
4543 2136 126
2136 1483 126
1483 3849 125
3849 2850 124
2850 2707 123
2707 7645 123
7645 7945 123
7945 4587 122
4587 7579 122
7579 3584 123
3584 776 123
776 5259 122
5259 6107 121
6107 3277 121
3277 2198 121
2198 2786 121
2786 5974 120
5974 7666 120
7666 7921 119
7921 7325 119
7325 5555 119
5555 5687 120
5687 1648 120
1648 4560 122
4560 2614 122
2614 130 120
130 6151 120
6151 4287 120
4287 3975 122
3975 6567 123
6567 7844 123
7844 3673 124
3673 1564 124
1564 2292 124
2292 8005 125
8005 6629 126
6629 4707 127
4707 1880 127
1880 841 127
841 3573 127
3573 456 127
456 6683 127
6683 3888 126
3888 2351 126
2351 6102 126
6102 6480 127
6480 2335 128
2335 3109 129
3109 7648 129
7648 4003 127
4003 1670 127
1670 8192 127
8192 624 129
624 7701 128
