101 101
0 25 180
25 41 9
41 86 10
86 48 7
48 8 13
8 58 13
58 39 18
39 26 18
26 15 16
15 9 17
9 32 17
32 92 17
92 19 14
19 10 18
10 24 13
24 37 18
37 56 14
56 78 13
78 42 11
42 70 15
70 63 11
63 61 5
61 91 4
91 27 9
27 40 6
40 43 3
43 22 3
22 65 7
65 16 4
16 84 4
84 50 7
50 71 8
71 85 8
85 34 8
34 35 8
35 52 7
52 33 6
33 57 6
57 76 7
76 13 4
13 20 6
20 80 6
80 45 7
45 47 9
47 60 5
60 12 5
12 14 4
14 7 1
7 31 5
31 98 4
98 87 4
87 73 3
73 21 4
21 30 3
30 23 1
23 82 4
82 79 1
79 49 3
49 53 1
53 4 2
4 88 1
88 11 1
11 83 0
83 94 4
94 99 3
99 77 4
77 89 3
89 97 4
97 44 5
44 18 7
18 96 8
96 67 9
67 36 9
36 6 8
6 17 11
17 28 12
28 74 12
74 29 1
29 59 4
59 54 3
54 66 9
66 62 2
62 3 2
3 81 5
81 95 4
95 1 7
1 75 4
75 46 6
46 93 8
93 38 8
38 5 8
5 90 7
90 51 7
51 55 6
55 100 3
100 68 7
68 72 7
72 69 8
69 64 6
64 2 5
2 0 2
