901 901
0 895 108
895 215 9
215 243 2
243 690 2
690 832 4
832 6 1
6 783 158
783 518 1
518 483 13
483 864 1
864 886 6
886 54 11
54 46 3
46 755 6
755 593 1
593 851 6
851 208 4
208 74 4
74 785 8
785 69 20
69 722 4
722 763 21
763 163 6
163 570 11
570 540 9
540 538 3
538 728 12
728 657 6
657 891 2
891 702 9
702 264 2
264 900 12
900 745 4
745 867 9
867 803 14
803 534 17
534 191 5
191 248 9
248 270 2
270 682 11
682 302 14
302 125 4
125 825 9
825 216 12
216 735 26
735 409 14
409 109 14
109 505 3
505 261 105
261 791 6
791 59 9
59 194 10
194 404 4
404 20 5
20 696 19
696 446 15
446 846 1
846 456 8
456 366 12
366 384 1
384 61 2
61 873 3
873 502 8
502 865 13
865 417 2
417 434 10
434 470 17
470 819 20
819 63 6
63 183 6
183 66 15
66 821 2
821 869 1
869 738 6
738 418 1
418 748 12
748 254 9
254 500 10
500 681 41
681 479 8
479 861 6
861 498 8
498 301 21
301 32 2
32 223 7
223 295 7
295 659 3
659 195 12
195 318 30
318 820 25
820 324 16
324 573 9
573 632 3
632 7 158
7 523 5
523 844 7
844 134 9
134 605 13
605 802 8
802 512 7
512 604 3
604 595 1
595 761 7
761 259 9
259 263 15
263 576 11
576 710 15
710 541 16
541 845 14
845 610 2
610 591 2
591 556 18
556 403 9
403 12 3
12 371 19
371 279 6
279 33 25
33 443 44
443 458 18
458 408 7
408 258 13
258 600 11
600 152 10
152 432 2
432 661 52
661 613 14
613 562 15
562 582 6
582 274 6
274 615 7
615 83 10
83 535 7
535 459 11
459 402 10
402 29 48
29 557 20
557 124 23
124 866 25
866 405 5
405 14 29
14 79 3
79 411 11
411 51 8
51 790 1
790 889 4
889 736 4
736 744 13
744 370 32
370 237 9
237 114 13
114 378 13
378 430 4
430 13 6
13 379 9
379 189 6
189 510 3
510 437 6
437 266 3
266 596 13
596 187 17
187 624 1
624 448 4
448 351 3
351 49 6
49 830 13
830 289 3
289 504 1
504 511 5
511 772 13
772 41 6
41 368 4
368 552 20
552 199 12
199 623 3
623 85 15
85 92 5
92 203 36
203 25 27
25 167 13
167 173 16
173 545 16
545 656 28
656 336 11
336 621 4
621 415 8
415 460 4
460 514 4
514 840 1
840 592 3
592 769 30
769 206 1
206 798 8
798 355 9
355 675 4
675 360 4
360 271 4
271 275 3
275 650 14
650 230 10
230 180 9
180 84 17
84 73 26
73 9 17
9 578 8
578 193 7
193 129 8
129 130 7
130 72 11
72 296 6
296 52 8
52 311 3
311 482 2
482 172 1
172 442 2
442 492 9
492 231 2
231 709 8
709 234 3
234 149 4
149 71 22
71 328 18
328 117 7
117 141 3
141 477 7
477 154 7
154 113 4
113 330 5
330 102 11
102 93 10
93 176 18
176 145 1
145 521 12
521 104 15
104 140 17
140 107 1
107 197 3
197 339 8
339 220 2
220 31 1
31 146 3
146 522 9
522 198 7
198 8 2
8 493 6
493 80 6
80 315 19
315 643 4
643 495 3
