101 101
0 50 239
50 3 4
3 30 4
30 56 5
56 25 4
25 60 4
60 44 3
44 10 2
10 92 2
92 84 1
84 75 1
75 90 1
90 67 1
67 8 1
8 42 2
42 4 1
4 5 2
5 21 2
21 36 1
36 62 1
62 70 2
70 63 2
63 91 2
91 19 3
19 46 2
46 11 2
11 20 3
20 47 2
47 55 1
55 89 2
89 15 2
15 80 1
80 85 1
85 76 1
76 54 0
54 24 1
24 41 1
41 40 2
40 43 3
43 74 4
74 52 4
52 7 2
7 26 2
26 100 2
100 22 3
22 18 2
18 83 3
83 57 2
57 13 3
13 88 4
88 66 4
66 97 6
97 1 5
1 78 6
78 38 6
38 73 5
73 77 5
77 14 4
14 79 4
79 61 4
61 99 4
99 33 5
33 58 4
58 23 4
23 28 4
28 12 4
12 27 4
27 48 4
48 68 4
68 31 5
31 82 5
82 64 6
64 39 5
39 94 5
94 6 5
6 51 4
51 65 4
65 2 6
2 32 6
32 98 5
98 71 5
71 81 4
81 35 6
35 93 6
93 16 7
16 34 6
34 59 6
59 72 6
72 87 5
87 29 4
29 95 5
95 9 4
9 53 4
53 96 4
96 86 4
86 49 3
49 69 3
69 17 2
17 37 2
37 45 2
45 0 1
