301 301
0 135 122
135 122 4
122 290 22
290 11 23
11 167 16
167 278 5
278 89 16
89 116 13
116 94 26
94 242 11
242 36 16
36 294 4
294 47 4
47 19 11
19 299 8
299 164 12
164 124 23
124 43 19
43 262 6
262 49 23
49 69 11
69 300 8
300 258 3
258 186 18
186 253 6
253 26 9
26 257 12
257 218 10
218 166 10
166 297 12
297 139 6
139 230 13
230 265 18
265 183 18
183 298 19
298 151 12
151 239 13
239 221 2
221 191 4
191 106 5
106 172 14
172 222 18
222 252 9
252 266 8
266 255 6
255 227 12
227 4 2
4 20 12
20 288 14
288 235 5
235 125 17
125 90 8
90 92 17
92 33 26
33 130 24
130 269 3
269 108 12
108 180 6
180 142 13
142 64 10
64 281 6
281 174 12
174 93 16
93 279 13
279 77 9
77 226 13
226 71 17
71 110 13
110 140 3
140 177 4
177 100 22
100 231 6
231 212 6
212 197 3
197 194 15
194 153 9
153 271 2
271 14 11
14 144 4
144 234 10
234 233 28
233 232 13
232 109 5
109 98 14
98 55 19
55 259 26
259 256 21
256 15 3
15 120 11
120 263 10
263 123 4
123 170 12
170 128 10
128 35 13
35 79 8
79 22 14
22 185 9
185 182 4
182 12 12
12 157 3
157 81 8
81 61 15
61 165 9
165 181 19
181 289 35
289 216 9
216 117 19
117 82 18
82 70 11
70 145 9
145 203 9
203 40 3
40 159 18
159 104 10
104 211 4
211 205 10
205 75 7
75 251 1
251 56 17
56 274 4
274 34 13
34 16 23
16 48 13
48 250 12
250 91 2
91 57 24
57 244 24
244 138 19
138 179 24
179 189 5
189 178 13
178 1 10
1 107 9
107 280 28
280 2 11
2 295 4
295 156 22
156 241 13
241 246 10
246 88 8
88 296 6
296 195 7
195 236 18
236 44 5
44 207 10
207 27 12
27 63 7
63 73 12
73 31 4
31 7 17
7 228 7
228 148 14
148 175 12
175 147 29
147 223 19
223 95 11
95 51 11
51 41 11
41 58 15
58 136 13
136 163 6
163 169 5
169 188 3
188 282 14
282 37 3
37 192 13
192 173 14
173 224 9
224 291 25
291 238 4
238 283 24
283 272 8
272 152 10
152 74 19
74 50 11
50 160 10
160 199 7
199 86 5
86 97 11
97 76 9
76 126 8
126 287 7
287 134 9
134 237 8
237 21 14
21 65 10
65 103 23
103 213 1
213 150 1
150 67 7
67 133 8
133 17 9
17 204 10
204 39 14
39 83 9
83 146 5
146 168 8
168 210 17
210 52 13
52 158 19
158 29 11
29 114 16
114 285 11
285 243 3
243 102 8
102 268 8
268 99 8
99 24 15
24 190 14
190 261 2
261 209 27
209 42 21
42 247 8
247 220 2
220 38 25
38 219 10
219 13 15
13 198 11
198 30 14
30 101 36
101 248 12
248 62 6
62 59 15
59 6 6
6 245 2
245 270 4
270 214 7
214 293 12
293 5 10
5 264 18
264 45 44
45 53 19
53 240 1
240 25 4
25 143 10
143 217 10
217 111 11
111 54 12
54 206 5
206 208 13
208 121 11
121 161 14
161 10 6
10 112 22
112 72 13
72 149 14
149 115 3
115 286 7
286 32 22
32 80 10
80 267 15
267 137 7
137 193 19
193 196 30
196 155 6
155 141 12
141 260 16
260 60 40
60 176 10
176 132 9
132 162 24
162 87 22
87 154 14
154 275 5
275 254 13
254 215 9
215 229 12
229 66 8
66 127 11
127 184 11
184 276 5
276 3 10
3 96 9
96 46 5
46 118 14
118 131 15
131 9 13
9 202 6
202 28 19
28 249 0
249 201 25
201 225 17
225 284 13
284 200 7
200 273 7
273 23 17
23 78 20
78 84 15
84 113 15
113 187 4
187 277 3
277 129 8
129 18 16
18 292 4
292 68 10
68 171 5
171 105 3
105 119 10
119 85 4
85 8 11
8 0 133
