901 901
0 580 38
580 613 106
613 677 1
677 266 4
266 155 5
155 23 3
23 676 1
676 164 5
164 7 1
7 626 4
626 154 3
154 712 5
712 705 6
705 762 21
762 215 1
215 481 3
481 198 8
198 182 9
182 409 3
409 466 7
466 401 12
401 735 13
735 783 8
783 542 7
542 574 22
574 128 121
128 562 46
562 201 19
201 482 1
482 6 8
6 256 10
256 37 2
37 382 7
382 452 7
452 554 9
554 590 6
590 495 9
495 789 8
789 400 1
400 707 6
707 288 6
288 140 15
140 544 4
544 691 17
691 549 22
549 493 10
493 199 31
199 212 20
212 423 12
423 488 8
488 108 3
108 219 4
219 60 3
60 261 31
261 43 7
43 585 9
585 46 18
46 41 23
41 111 13
111 117 7
117 159 1
159 106 4
106 87 4
87 129 14
129 303 1
303 12 4
12 174 8
174 123 11
123 363 13
363 93 3
93 9 10
9 257 6
257 553 5
553 234 1
234 15 21
15 233 11
233 86 22
86 22 16
22 356 3
356 171 1
171 632 4
632 523 1
523 61 29
61 736 6
736 693 19
693 33 32
33 89 8
89 176 24
176 258 10
258 44 6
44 114 9
114 222 31
222 145 6
145 751 11
751 8 4
8 291 4
291 28 6
28 545 6
545 96 2
96 672 11
672 311 13
311 195 16
195 57 11
57 340 55
340 139 21
139 95 34
95 34 12
34 656 23
656 406 23
406 173 22
173 313 7
313 453 10
453 125 11
125 251 19
251 278 18
278 322 1
322 694 2
694 394 11
394 365 4
365 782 5
782 684 1
684 490 15
490 150 16
150 428 14
428 319 10
319 318 12
318 78 4
78 321 2
321 812 4
812 579 7
579 138 12
138 622 9
622 346 2
346 398 42
398 449 3
449 209 87
209 531 14
531 144 115
144 292 20
292 839 9
839 402 7
402 179 13
179 68 22
68 445 12
445 663 3
663 529 8
529 200 8
200 741 13
741 372 18
372 546 2
546 336 13
336 357 22
357 728 10
728 425 2
425 889 2
889 872 4
872 349 5
349 616 8
616 404 18
404 451 4
451 724 24
724 443 11
443 594 4
594 592 10
592 94 3
94 502 34
502 757 22
757 391 6
391 894 8
894 823 11
823 169 2
169 817 4
817 615 9
615 317 4
317 704 9
704 430 5
430 458 3
458 360 46
360 269 6
269 478 9
478 296 5
296 607 3
607 520 8
520 329 2
329 259 6
259 77 18
77 327 18
327 58 65
58 229 5
229 427 11
427 27 17
27 273 2
273 158 12
158 465 2
465 178 51
178 267 2
267 565 1
565 673 5
673 277 20
277 551 4
551 683 1
683 143 7
143 29 3
29 434 10
434 510 7
510 236 1
236 729 24
729 573 4
573 337 3
337 263 1
263 587 6
587 456 9
456 204 4
204 324 5
324 638 6
638 764 8
