8833 8833
0 6331 1
6331 1458 2
1458 7618 1
7618 1515 1
1515 1088 2
1088 6223 2
6223 7966 1
7966 6834 1
6834 7604 1
7604 3922 2
3922 754 2
754 3017 3
3017 3405 1
3405 4064 2
4064 7758 3
7758 649 2
649 5792 1
5792 1065 1
1065 7777 3
7777 6848 1
6848 1545 1
1545 6699 1
6699 985 1
985 1166 2
1166 3274 1
3274 6886 2
6886 1795 1
1795 4363 1
4363 7135 1
7135 5557 2
5557 1529 1
1529 4302 1
4302 8751 1
8751 1181 1
1181 8417 1
8417 8146 1
8146 6120 1
6120 6727 2
6727 1007 3
1007 6468 1
6468 1189 1
1189 1938 2
1938 1849 2
1849 4637 2
4637 7359 2
7359 2905 3
2905 7039 1
7039 8220 3
8220 8235 1
8235 4709 1
4709 5253 1
5253 7880 1
7880 2986 1
2986 266 1
266 7888 4
7888 717 1
717 2263 1
2263 3278 2
3278 2428 1
2428 5368 1
5368 6769 1
6769 5702 2
5702 6175 1
6175 7748 1
7748 8781 2
8781 6385 1
6385 604 1
604 1049 3
1049 5391 1
5391 4661 1
4661 4281 1
4281 3579 1
3579 4188 1
4188 1294 2
1294 3541 1
3541 1761 1
1761 6925 1
6925 8727 2
8727 4485 2
4485 2505 1
2505 1957 1
1957 7412 1
7412 458 2
458 8241 2
8241 5494 1
5494 6817 1
6817 4956 1
4956 8532 2
8532 3524 2
3524 4148 2
4148 66 1
66 6599 1
6599 3892 2
3892 3623 1
3623 5451 2
5451 8747 1
8747 4164 1
4164 1271 3
1271 8387 2
8387 6324 2
6324 1877 1
1877 3615 1
3615 5443 1
5443 3686 1
3686 6144 2
6144 1060 1
1060 2997 1
2997 7301 1
7301 3459 2
3459 8175 3
8175 7949 1
7949 7199 3
7199 1680 1
1680 6953 1
6953 7803 1
7803 1245 1
1245 8499 1
8499 6847 2
6847 7962 1
7962 4085 1
4085 2217 1
2217 4357 3
4357 1594 2
1594 6368 2
6368 2048 2
2048 5842 1
5842 2860 1
2860 8656 1
8656 1393 1
1393 2447 1
2447 367 2
367 3943 1
3943 5499 2
5499 744 2
744 3739 2
3739 441 1
441 6611 2
6611 5837 2
5837 6733 2
6733 6446 2
6446 1190 1
1190 2826 1
2826 2852 1
2852 2988 1
2988 4555 1
4555 477 2
477 2256 1
2256 5265 1
5265 6258 2
6258 4457 2
4457 6627 1
6627 2985 1
2985 3169 1
3169 4912 2
4912 7112 1
7112 664 1
664 5586 2
5586 1107 1
1107 7337 1
7337 5954 1
5954 6601 1
6601 2358 3
2358 7878 1
7878 6835 1
6835 4911 1
4911 4848 1
4848 6439 1
6439 342 1
342 302 1
302 2697 1
2697 5009 2
5009 6584 1
6584 6282 2
6282 5746 2
5746 355 1
355 2668 1
2668 5663 1
5663 4800 1
4800 6525 1
6525 4640 1
4640 7075 1
7075 368 2
368 2180 1
2180 8135 2
8135 952 1
952 5383 3
5383 4210 3
4210 4014 2
4014 5125 1
5125 1004 1
1004 1681 2
1681 1460 2
1460 6437 1
6437 1116 1
1116 6832 1
6832 3385 2
3385 8631 2
8631 3490 1
3490 2541 1
2541 22 4
22 3047 1
3047 3928 2
3928 5547 1
5547 773 1
773 5768 1
5768 1366 1
1366 4175 2
4175 5508 1
5508 3135 1
3135 4598 2
4598 746 2
746 4714 2
4714 4581 1
4581 5419 3
5419 6842 1
6842 6833 1
6833 1092 2
1092 5970 1
5970 2594 1
2594 8071 1
8071 2805 2
2805 7717 1
7717 8788 1
8788 8605 1
8605 8197 2
8197 3003 3
3003 8537 1
8537 6546 2
6546 7385 2
7385 2249 1
2249 2535 1
2535 3066 2
3066 4628 1
4628 7383 2
7383 1666 2
1666 3515 1
3515 693 1
693 2844 2
2844 5827 1
5827 4135 1
4135 8514 1
8514 4669 1
4669 8051 2
8051 6931 2
6931 2393 1
2393 4995 3
4995 8700 1
8700 2827 1
2827 8820 1
8820 235 1
235 2514 1
2514 4280 1
4280 2741 1
2741 8156 1
8156 5048 1
5048 6492 2
6492 4735 1
4735 603 2
603 6009 1
6009 3277 1
3277 1265 2
1265 7041 1
7041 3530 2
3530 4908 2
4908 4006 1
4006 6300 2
6300 1663 1
1663 4985 2
4985 1425 1
1425 5556 2
5556 1183 2
1183 592 1
592 497 1
497 8501 1
8501 2489 2
2489 1965 2
1965 2430 1
2430 988 2
988 6046 1
6046 1651 1
1651 1274 2
1274 170 1
170 8775 2
8775 5876 1
5876 5863 2
5863 5416 1
5416 4158 1
4158 5590 1
5590 6244 2
6244 8147 1
8147 7549 2
7549 7105 2
7105 3103 3
3103 3474 1
3474 7532 1
7532 3251 2
3251 8264 1
8264 4347 1
4347 2712 2
2712 1950 2
1950 8112 1
8112 1276 1
1276 5154 1
5154 4894 1
4894 3996 2
3996 7974 1
7974 1696 1
1696 2135 1
2135 6105 1
6105 1218 1
1218 7700 2
7700 6502 1
6502 5506 1
5506 4373 1
4373 2339 1
2339 3896 1
3896 2251 3
2251 2239 1
2239 1866 1
1866 5708 2
5708 2619 1
2619 5821 2
5821 5850 1
5850 7688 1
7688 613 1
613 8313 1
8313 7566 1
7566 5026 1
5026 8550 1
8550 3458 2
3458 2686 2
2686 1273 2
1273 6419 1
6419 5939 2
5939 8787 2
8787 2195 1
2195 7298 1
7298 6702 1
6702 8545 1
8545 7209 2
7209 4107 1
4107 1602 2
1602 6863 1
6863 331 2
331 2031 2
2031 1843 3
1843 1857 2
1857 7358 2
7358 8308 3
8308 6501 1
6501 8541 1
8541 8505 1
8505 7273 1
7273 6946 2
6946 1902 2
1902 7260 1
7260 245 2
245 8648 1
8648 3436 1
3436 185 2
185 472 2
472 3181 2
3181 2672 1
2672 5159 1
5159 4739 1
4739 1844 2
1844 426 1
426 6088 1
6088 7404 1
7404 5480 2
5480 3987 4
3987 7775 1
7775 5414 1
5414 4695 1
4695 4205 3
4205 8348 1
8348 2216 1
2216 2504 1
2504 3043 1
3043 6580 2
6580 6916 1
6916 2472 1
2472 1455 2
1455 6544 1
6544 7787 1
7787 412 1
412 8737 1
8737 1165 1
1165 4573 1
4573 7647 4
7647 8738 1
8738 7535 2
7535 3157 3
3157 1155 1
1155 6348 1
6348 4562 3
4562 3296 2
3296 7006 1
7006 7954 4
7954 239 2
239 7420 2
7420 6495 1
6495 3292 1
3292 2579 1
2579 1757 1
1757 7100 1
7100 7142 2
7142 2590 2
2590 3669 2
3669 5340 1
5340 2946 3
2946 2879 2
2879 2588 2
2588 7174 3
7174 3602 2
3602 7913 2
7913 5667 1
5667 2499 1
2499 1365 1
1365 799 2
799 4134 1
4134 7282 3
7282 1655 1
1655 5130 1
5130 5703 1
5703 6227 2
6227 8299 1
8299 2808 1
2808 1694 1
1694 3665 1
3665 950 1
950 4142 1
4142 8079 1
8079 5042 1
5042 8271 3
8271 529 1
529 8495 1
8495 5576 2
5576 4932 3
4932 3974 1
3974 4170 1
4170 7130 1
7130 3708 2
3708 3598 1
3598 824 1
824 2398 2
2398 5989 1
5989 3868 2
3868 375 1
375 7947 3
7947 6467 1
6467 4016 1
4016 8005 2
8005 4928 3
4928 1544 2
1544 3145 1
3145 358 1
358 5453 1
5453 1834 1
1834 853 2
853 1596 1
1596 1906 1
1906 5651 1
5651 8017 1
8017 1053 1
1053 1314 4
1314 2218 2
2218 6858 1
6858 3572 1
3572 8248 1
8248 3841 2
3841 665 1
665 5820 1
5820 1264 1
1264 526 2
526 3319 2
3319 5781 1
5781 8181 1
8181 488 1
488 4114 1
4114 6723 1
6723 5297 1
5297 8247 1
8247 5094 3
5094 4860 3
4860 420 1
420 8203 1
8203 64 2
64 1763 2
1763 2632 2
2632 4203 1
4203 3745 1
3745 898 3
898 5099 3
5099 3960 2
3960 5190 1
5190 4571 4
4571 3757 2
3757 4467 1
4467 4465 1
4465 3887 4
3887 1270 1
1270 2234 1
2234 5794 2
5794 8717 1
8717 3326 1
3326 4507 1
4507 5977 1
5977 896 1
896 8101 1
8101 2919 2
2919 498 3
498 2491 2
2491 4083 1
4083 4495 1
4495 1072 1
1072 7889 2
7889 7152 2
7152 6625 3
6625 728 1
728 5244 1
5244 6715 2
6715 1082 1
1082 3538 2
3538 5881 1
5881 8358 2
8358 2243 1
2243 6178 2
6178 1390 1
1390 8063 2
8063 785 2
785 3902 1
3902 6328 1
6328 6762 1
6762 3380 2
3380 6785 2
6785 5023 1
5023 2776 2
2776 1464 2
1464 7524 1
